x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.25166726,-0.43012595,-0.10958481,-0.7484901,0.91085863,-0.7339505,0.53445125,0.3514396,0.32495594,-0.5406462,0
0.9089515,0.2197504,0.12864006,-0.8812548,0.41978848,-0.1500206,-0.45812428,0.85894656,0.22294879,-0.5532764,3
-0.5061389,-0.04775572,0.5583613,-0.2555338,-0.5705749,-0.34244287,-0.74707484,0.35663247,0.7740402,-0.94144034,1
0.23225069,0.5165918,0.18132937,-0.35612464,0.52194214,0.5255132,0.37392724,-0.1757214,-0.26480126,0.10698092,0
-0.1766541,-0.29800105,0.6392069,0.85939956,-0.098997355,-0.22389686,0.01459229,-0.059708238,0.24041128,0.28023362,2
-0.90825677,-0.36903775,0.84212947,0.38955498,-0.049737573,-0.60290575,-0.6118051,-0.89576685,-0.32596242,0.33770418,0
0.63762164,0.46169734,-0.88394403,-0.60136247,-0.15781665,0.9673495,0.1446575,-0.25897074,0.41371524,-0.38088155,2
-0.64725566,0.72988725,-0.45470178,-0.20046675,-0.99480426,0.66927063,0.75763464,0.3644482,-0.6972742,-0.9869399,1
-0.81217897,0.74570024,0.48010576,0.84150445,0.5238699,0.25309217,-0.0097926855,-0.76050603,-0.8567722,-0.93534863,0
0.40936196,-0.490968,-0.20125258,-0.57550526,-0.18222356,-0.7038349,-0.6534157,0.33171082,-0.2971964,0.6173432,11
-0.32080877,-0.73356724,-0.17643893,-0.4847474,-0.30594158,-0.9519956,0.5594909,-0.69620454,0.5026177,0.45378423,2
0.7144327,-0.76705205,0.7191968,-0.47275162,0.3710692,0.9391147,-0.14103186,-0.0077334642,-0.23023057,-0.83498454,2
0.47990286,-0.99271786,0.6207999,0.7482251,0.94570637,-0.23587954,-0.8216419,0.22483027,0.5524273,-0.99530876,3
-0.22698367,-0.5994555,-0.08746374,-0.4922135,-0.40876758,-0.31745887,-0.95030403,0.8205075,0.8383312,-0.15686905,14
-0.113882065,-0.40811992,-0.9030628,-0.9731444,0.37165844,-0.54904616,-0.642877,-0.078023195,-0.33301115,-0.32352078,3
0.032131195,-0.21211243,-0.34431243,-0.4788059,-0.8138274,0.8385072,-0.40018713,0.26497948,-0.3469659,0.08126128,0
0.93230045,0.46072268,-0.8665997,0.3969028,0.94924283,0.26308334,0.6704247,0.9858875,-0.153229,0.20755446,3
-0.6950351,-0.2060771,0.7405838,0.51264584,-0.632789,-0.801885,-0.6833637,-0.9868777,-0.771639,-0.2472974,0
0.67487717,0.16738224,-0.76060545,-0.8022239,0.49747527,-0.7438413,-0.12312746,0.47970605,-0.46281207,-0.1090399,3
-0.08704448,-0.23658335,-0.50703216,-0.89143836,-0.808357,-0.53546166,0.9658377,-0.4830147,-0.671528,0.24239421,1
0.27561033,0.54790974,0.7601204,0.55687416,-0.991501,0.08868861,0.60575306,-0.092425466,-0.5892792,0.9533398,0
-0.37402785,-0.5693445,-0.90155506,0.044668317,0.44313312,0.22136283,0.19774973,-0.75838745,-0.93388724,0.017609358,2
0.9118341,0.57692134,-0.58223426,-0.12980855,-0.7371836,-0.48242342,0.18109834,0.5445385,0.82836926,-0.9181061,1
0.6686152,-0.7052921,0.37446725,0.8462453,0.0140423775,0.909809,-0.8520515,-0.3819592,0.5832529,-0.21786785,1
-0.20470023,-0.41679168,0.68930614,0.4905032,0.32045007,-0.5619637,-0.8117496,0.108160615,0.29627883,-0.46171188,1
-0.27979767,0.6753677,0.0796597,0.045118332,-0.24610054,-0.9055897,-0.94025743,-0.47801507,-0.5083214,0.3115536,4
-0.29111075,-0.39122212,0.9534298,0.34832287,0.7129023,-0.48411274,-0.40846682,0.36754048,-0.66627514,-0.65370405,0
-0.04829967,-0.36576068,-0.749658,0.59315896,0.80416286,0.16222334,-0.17411327,-0.926273,-0.36423874,0.25458562,1
0.4715309,-0.12641752,-0.39535284,0.55722606,-0.7963997,0.63201797,-0.38795483,0.0153054,-0.19761586,0.12123895,1
-0.3021984,0.72712696,-0.025997162,0.7805995,0.9614805,-0.48719096,-0.7295091,0.802302,0.7836139,-0.7635473,0
-0.07730329,-0.9861263,-0.8185991,0.19314253,0.2660346,0.21198106,-0.2721647,0.92257774,0.14297795,-0.5900848,7
-0.056613803,0.2401452,0.35019267,-0.70708084,0.3747896,-0.51088166,-0.83094037,-0.5462074,0.96440935,0.8548578,2
0.89548445,0.5870112,0.75544953,-0.13384974,-0.5502279,0.49965656,-0.51818275,-0.67486584,-0.31933403,0.20985925,1
0.5147966,-0.38840902,-0.5885663,0.13489306,-0.5894332,-0.6510614,0.5212519,-0.1679846,0.913785,0.9727826,4
0.29910553,0.3441577,0.23028374,0.015660882,-0.07273245,0.013744116,0.37342477,0.9297708,-0.2591591,-0.42271578,0
-0.24216485,-0.48312426,0.1700387,0.7464484,0.7819774,0.45912552,-0.7359315,-0.5367048,-0.21971142,-0.18432415,0
0.082247734,-0.9179715,0.31124473,-0.7628721,-0.63274467,-0.8313825,0.87131965,-0.9469398,0.75436676,-0.0336169,0
-0.116298795,0.6254785,-0.09242761,0.6271541,0.72301495,-0.8682101,0.38478398,0.188779,0.21501172,0.14599144,2
0.27353096,-0.48106682,-0.12794113,0.95012,0.6718495,-0.03756845,-0.9405309,0.043827772,-0.68097353,0.81319153,9
-0.6070874,-0.07220161,-0.22194266,0.17795384,0.94102764,0.09501922,0.579164,0.77622163,0.8073112,-0.34535146,1
-0.22365665,0.48193777,-0.27286768,0.46826398,-0.21846771,-0.67825234,0.40704334,0.15331805,0.44584835,0.99348605,0
0.68273294,0.9479811,0.053522825,-0.86021256,-0.70152724,-0.62117374,-0.88124835,-0.5012475,-0.92056775,-0.9226153,0
-0.59755456,-0.9858339,-0.61381245,0.38130867,0.8340528,-0.29746282,-0.29087877,0.5339533,-0.4933709,-0.47283256,2
0.6161295,-0.87130165,0.12227476,0.88338196,0.1714865,0.2719438,-0.58239114,-0.013796568,0.05498445,0.24543428,5
0.388546,0.86892784,-0.76329947,0.029975295,-0.4996363,-0.7910639,-0.08007765,-0.88023686,0.6978992,0.115814805,0
-0.5389581,0.5225791,-0.94642794,-0.38679922,-0.19481874,-0.8497503,-0.63588834,-0.16321862,0.7587646,0.96565425,3
0.6362624,-0.597124,-0.6542212,0.8726932,0.35371745,0.026567698,0.13533211,-0.80369675,-0.33388543,0.9626181,2
-0.24663222,-0.050164104,-0.8303311,-0.5594071,-0.020419598,-0.62115943,-0.12400961,0.40695918,-0.9781773,0.2970121,1
-0.66120815,-0.48805106,0.3839097,0.79512024,-0.27330863,-0.41056907,-0.90423584,-0.51565766,-0.87563694,-0.22887051,0
0.20405543,-0.9368757,0.8731135,0.62739086,-0.97894585,-0.477633,0.3261552,-0.2054596,-0.10897648,-0.45151567,1
0.80321956,-0.5589982,0.8292768,0.06452227,0.20102179,0.7801318,-0.1647656,-0.5693433,-0.16173422,0.8110534,2
-0.74198735,0.22698045,-0.9827914,0.5243021,0.36946774,0.042392254,0.42919314,0.0011247396,0.55335283,-0.7916205,2
-0.1468525,0.4436146,0.9958168,0.5093914,-0.7271744,0.76909685,-0.22299826,-0.21351445,-0.9089097,-0.15741432,1
0.70732677,0.13944483,-0.58245397,0.3078121,-0.32064438,0.912994,-0.8679546,-0.31587553,-0.96557355,-0.39383018,1
0.31524765,0.96261466,0.16794634,0.9803585,0.19565213,0.577536,0.8016622,0.8359233,-0.55972373,0.91938996,0
0.60576546,-0.467579,-0.47720337,-0.8387462,0.25113726,-0.81054926,0.42242467,0.3157977,-0.8688022,0.27250087,4
-0.08133054,0.45681775,0.5737896,-0.99414504,0.9170989,0.838642,0.39788365,-0.91396105,-0.35722077,-0.28980887,0
-0.25699794,0.5639231,0.36357057,0.7921791,-0.37452316,0.33653975,0.35579515,-0.8325908,-0.9700198,-0.51888907,0
0.68454766,-0.94145966,-0.8704338,0.5602006,0.53952897,0.8223927,-0.7549387,-0.73189974,0.51298666,0.8696302,13
0.59833884,0.1566521,0.3295747,0.9491267,-0.6452043,-0.4540118,0.69946694,-0.6842396,-0.5514126,0.7299911,0
0.31552207,0.32307005,-0.4238404,-0.013800502,0.9152328,-0.6002201,0.00786221,0.47559953,-0.69035625,0.97117686,4
-0.49961054,-0.24013603,-0.27057028,-0.6516589,-0.9812646,0.5638516,0.2656741,-0.9366008,-0.6436268,0.98836803,0
0.38223505,0.40124464,-0.5982981,-0.4383961,-0.15095413,-0.18287992,-0.6852484,0.082384944,0.099388,-0.12662101,5
0.13863182,-0.39635062,0.26025188,0.3771404,-0.526739,-0.99157906,0.5234344,0.23853672,-0.50858796,0.96370196,0
-0.45224798,0.6757468,0.5073285,-0.8384081,0.64494133,-0.91947293,-0.5540147,-0.1667149,-0.6740465,0.9769099,0
-0.20057964,0.39718974,-0.8929119,0.5756664,-0.31078374,-0.76067126,0.14622295,0.48446178,0.8653971,-0.61079264,1
-0.4921043,0.19226289,0.27126122,0.38447225,0.5488752,-0.22675371,0.55556965,0.7372916,-0.26122153,0.71145725,2
0.4885795,0.8820528,-0.5682739,-0.49380898,-0.2891389,0.050726295,0.600199,-0.57086265,0.500654,-0.3583814,0
0.6041093,-0.047477245,-0.87608695,-0.5502459,-0.723752,0.4959625,-0.6705482,-0.08331823,0.21575582,-0.5483947,2
0.28847003,-0.9764234,-0.71550846,-0.9061234,-0.30247736,-0.3642974,0.14319336,-0.18491447,0.47008204,0.9167954,6
0.3587911,-0.3939675,-0.93638563,0.36220193,-0.4954579,0.5088763,0.6684849,0.3857205,0.93831074,0.94979644,3
0.2117399,-0.72863674,0.8934413,-0.47449577,-0.47235358,0.83677864,0.7748103,0.30215132,0.06268382,-0.8411659,1
-0.10380411,0.95912635,0.25465882,0.08561802,-0.20765102,-0.3487823,0.5960227,0.061668515,0.6505742,-0.17699862,0
0.4369092,0.4127699,0.15946412,0.628373,0.6266459,0.9269233,0.76877594,-0.25569665,-0.8466202,0.18281746,1
-0.008728266,-0.2608254,-0.16745472,0.047032833,0.7296299,0.31174123,-0.3550943,-0.41122496,-0.24763131,-0.38650298,0
0.89922285,0.5296453,0.9029757,0.0031936169,0.20167089,0.34676468,-0.9465531,0.08929658,-0.06689,-0.56065404,1
-0.77594733,0.8852744,0.813066,0.46346867,0.95424974,-0.40580785,-0.1727227,0.3786186,-0.16522658,-0.19623482,0
-0.82656145,0.26866126,-0.6043272,0.036366224,0.9749756,-0.3078153,-0.31519175,0.60331285,-0.36765325,-0.08587742,2
0.93373847,-0.40997374,-0.71541023,-0.55964375,-0.27724564,-0.47449875,-0.51893175,0.4039445,0.16993773,-0.32006156,8
-0.7769114,-0.31485987,-0.42203915,-0.32541895,-0.902123,0.21542907,-0.73472357,-0.7787992,-0.8170332,0.41738367,0
-0.6020267,-0.41275084,0.78384066,0.53096426,0.5733912,-0.9495065,-0.7170998,-0.37751102,0.8260976,0.102300406,3
-0.74789715,0.0062618256,-0.7766708,-0.21909928,-0.27497506,0.8656616,0.30973673,-0.17437112,0.16892874,-0.28866553,0
0.39290035,0.39556384,0.2685461,-0.38977695,0.8531507,-0.14436996,-0.38931668,0.62631404,0.8150567,0.99515975,16
0.29625833,-0.34089386,0.507892,0.8579545,-0.9808341,-0.12388694,-0.6819655,0.18635976,0.41358483,-0.20658791,2
-0.083657146,0.4501108,-0.16806972,-0.8397795,0.80013597,-0.5033145,-0.10985851,0.09432638,-0.06009686,-0.940686,0
0.45879996,-0.4542315,-0.5186596,0.23891544,-0.52186203,-0.46215963,-0.33694994,-0.3756776,-0.41763747,-0.26968586,1
0.25987577,-0.80921793,-0.6052803,0.014591455,0.13906813,0.55229247,-0.70244396,0.31919694,0.5683898,0.5552602,15
-0.9314215,-0.3816042,-0.8595656,-0.6328114,0.5569829,-0.14931905,0.42471135,-0.58700633,0.1519599,-0.6048579,0
0.499892,-0.437379,-0.25075912,-0.8676313,0.0033035278,0.9494802,0.48537815,-0.53354096,0.013448715,-0.109648466,1
-0.8050742,0.7840911,0.016120672,0.21059704,-0.40382898,-0.4679191,0.16488957,0.36971092,0.224298,-0.48194504,0
0.9708978,-0.1472044,-0.6124151,-0.46771264,0.9844208,4.8160553e-05,-0.13574421,-0.41616178,-0.2621454,-0.84222853,4
-0.79468346,0.5852895,0.85544944,0.9543004,-0.7219423,0.5408633,-0.6189666,0.59656024,0.7215543,0.77387094,2
0.7200513,0.6255733,0.019463658,0.45948243,-0.35777092,0.43543482,-0.32140195,-0.016791344,-0.87037885,-0.2614746,2
-0.52587295,-0.3373208,-0.6385865,-0.8994442,0.065116525,0.6489792,0.91074944,0.58355415,-0.51833737,-0.98900974,1
0.37931383,0.56031394,-0.85851204,0.35858607,0.8454772,0.060576558,-0.60245883,0.8198763,0.4270159,0.66220117,15
-0.6762855,0.58194554,-0.68307364,0.9894943,-0.42369974,0.6025671,0.20024157,0.26501048,-0.153355,0.41073537,0
-0.4167719,-0.94257927,-0.38420308,0.7835386,-0.26326966,0.31431842,-0.36972642,0.75014925,0.59849024,0.35301363,5
-0.5111617,-0.81712985,0.037649393,-0.58665776,0.82219374,-0.96097577,0.4468683,0.996914,0.5008284,0.34097874,12
-0.96214664,0.9618932,-0.17104757,-0.9344084,0.9871628,-0.40693069,-0.070747614,0.9152795,-0.6932007,-0.70748997,1
0.16261733,-0.13385391,0.23034179,-0.8387053,0.02990663,-0.44475973,-0.49160886,-0.9156369,0.53021836,0.19263649,2
-0.84544325,0.7935519,0.30162084,0.1855632,-0.5871364,0.15080452,0.9635402,0.6858845,-0.7788702,0.9128212,0
0.07750976,0.48096514,0.7766763,0.85250914,-0.7795348,0.8756639,-0.6791749,0.07496607,-0.6987636,-0.21923327,0
-0.0454427,-0.11963534,-0.15797591,0.078870535,0.9864187,0.58101153,0.55946994,0.40024745,0.7741811,-0.046149015,3
0.07951224,0.20579708,-0.8721305,-0.8055569,0.12260139,-0.39125025,-0.018349767,-0.22945881,0.15566278,0.6506156,5
-0.3316419,0.80086064,0.78956175,-0.76749814,-0.7722262,-0.8090749,-0.54802024,-0.38927627,-0.07526946,-0.2431922,1
-0.50524855,-0.3176936,-0.36174452,0.9810382,-0.37062883,-0.7160009,0.41569757,-0.05776155,0.76556396,0.62483263,1
0.9187288,-0.7323595,0.6428634,0.83923876,-0.49383152,0.9191799,0.74964297,0.010951161,0.48215246,-0.34962153,0
-0.8721838,0.25278008,0.29812527,-0.65355897,0.48499966,-0.85422266,0.8606241,0.96839035,0.2722584,-0.62742877,0
0.4866712,0.17041576,0.27191877,0.32865334,0.7613555,-0.42983592,-0.22494507,0.2727059,0.108961105,0.80637765,1
-0.5252385,-0.03641665,0.18685317,-0.265589,0.6817167,0.10938156,-0.92423,-0.10833585,-0.4535569,0.09717119,4
-0.116215944,-0.9919342,-0.18222535,-0.0957793,-0.29487848,0.91878045,-0.21819913,0.6424172,0.24771774,-0.84413314,3
0.23498607,0.8287356,-0.65410066,-0.64637494,0.97884905,0.80350995,-0.557894,0.601745,-0.12793207,-0.98592937,0
0.07513344,0.323094,-0.29996085,0.34788346,-0.85510087,0.69301593,0.8525343,0.5514667,0.16949129,0.32934892,1
-0.7235478,-0.2498734,-0.09546757,-0.5564861,-0.73862004,0.67261755,0.67864525,-0.9081882,0.3182119,0.40680218,1
0.94996834,0.5785537,0.9193367,-0.32738972,0.7003864,0.81340134,-0.94432807,-0.8027067,0.20240545,0.5460378,2
-0.49681306,0.11013448,-0.0014517307,0.25310767,-0.5373496,0.564039,0.6650094,-0.69385827,0.009687424,0.0027745962,0
0.32111573,0.9315845,0.29326344,-0.22722197,0.8981329,-0.38053286,-0.29037178,0.06827533,-0.7615088,0.10881734,2
-0.6784755,0.102820635,0.09580755,0.1384207,-0.8432956,-0.9497843,0.46011734,0.8575959,-0.8873724,0.37039423,0
-0.73612154,0.06269133,0.9303577,0.7586192,-0.7311398,0.6185719,0.5223172,-0.0015338659,0.96872675,-0.3971752,0
-0.23271585,-0.5054141,0.14389682,0.26478672,0.079680204,-0.5626371,-0.45016646,0.3401525,-0.8768264,-0.15573454,3
-0.02215159,-0.40516388,0.36391807,0.06445372,0.70206463,-0.08881152,-0.63113844,0.7065518,0.1396488,-0.28639817,4
-0.6591028,0.23438895,-0.9537525,0.2633778,0.49444473,-0.8772005,-0.6546724,-0.71892583,0.84050655,0.85012066,1
0.06260085,0.9388058,-0.33430398,-0.9708222,0.3492949,0.35426855,0.9803823,-0.00028944016,0.76639616,0.6129638,1
0.72376883,-0.9923321,0.82345796,-0.8524529,0.8965111,-0.041440606,-0.8862171,0.27809274,-0.20354676,-0.89819336,4
-0.36253822,0.10310519,0.7788466,-0.30742967,0.5939679,0.12522852,0.033707857,0.19134498,-0.6562687,-0.8311982,0
-0.3142116,-0.931854,-0.46635056,0.046005845,-0.6586093,-0.414796,-0.17968643,-0.11520338,-0.5520146,0.048051,0
-0.14036047,0.2859956,0.045167446,-0.49936974,-0.34428394,-0.01152575,-0.6239853,0.07828498,-0.070605755,0.38797855,3
0.23666573,0.7483835,-0.03296542,-0.7389052,0.44700897,-0.6758379,-0.13745236,-0.3238027,-0.37944448,-0.3699839,1
0.9189205,0.57245684,0.2771374,0.9389566,-0.906222,0.16136754,0.6401764,0.66428995,-0.79585373,0.35588956,0
-0.56968594,-0.039073825,-0.20867026,-0.8349645,-0.9539144,-0.65789795,0.45377052,0.4574355,-0.86976373,-0.37554228,1
0.016334414,-0.86458254,0.5634545,0.9057324,0.17686176,-0.7430148,0.23318636,0.36301363,0.79184306,-0.5320699,1
-0.8959098,0.4393506,0.062256336,-0.3258264,-0.41902232,-0.5156158,0.809497,-0.17253911,0.721207,0.89264965,0
0.12667608,0.21301758,-0.068104744,0.6868154,-0.9010879,0.39768302,-0.16292882,0.45661628,-0.0044540167,-0.37026608,1
-0.10794997,0.5399928,-0.6945299,-0.63209915,-0.2239964,-0.36272454,0.3928392,0.6729698,-0.10709858,0.9455738,6
-0.41781998,-0.5611594,-0.44769406,-0.68897235,-0.7009338,-0.8910155,-0.8862792,0.2609986,0.609854,0.9388473,17
0.85179734,-0.057593703,0.19404662,-0.59831977,0.3865211,-0.9588411,0.4716729,0.18341553,0.30730426,0.36614835,2
-0.45910478,0.8581064,0.47725248,0.6568947,0.13207853,0.62798655,0.67300105,0.4532349,0.7617687,-0.18137789,0
0.65753615,0.23039913,0.601696,0.97399855,0.22643709,-0.37116694,-0.099496126,0.28152847,0.16860926,-0.2731701,0
0.78351843,0.6008073,-0.6211537,-0.08148146,-0.09599376,-0.6267308,0.14585495,-0.3069929,-0.51626146,-0.32154703,1
-0.35654855,0.95664,0.38357198,0.9841132,0.27419555,0.22643125,0.4110936,0.17163253,-0.78477144,-0.59135354,0
-0.24227858,0.015033245,0.37671447,0.38504827,0.7933134,0.20357275,-0.34129322,-0.7520263,-0.73241067,-0.5973375,0
0.30160356,0.5402721,0.8749126,-0.31631172,-0.07888293,-0.29696345,-0.0036540031,0.3210014,-0.021971464,0.04629481,1
0.12668717,0.37241828,-0.30340135,-0.5962976,0.2359246,-0.11840558,-0.45302796,0.419963,0.009069085,-0.14546466,3
-0.48408377,-0.13156593,-0.8503251,0.2274903,0.015006661,0.60683644,0.06457043,0.07995224,0.27241302,0.7609376,8
-0.47255766,0.5970051,0.24456155,-0.66711676,0.34818685,-0.5997335,-0.31478083,-0.47666883,-0.6803142,0.78757143,3
-0.8938209,0.500015,-0.9000119,-0.12170601,0.059642196,0.71091056,-0.36189353,0.2878275,0.15490592,0.58838487,3
0.05945158,0.3744446,-0.6040908,-0.694911,0.89107764,-0.728667,-0.17023969,-0.12088013,0.9778801,-0.21611357,3
-0.7613044,-0.2534989,0.5158211,0.39629018,0.8272921,-0.20471692,0.4710455,-0.94104004,0.38693976,0.45946372,0
0.645087,-0.5734422,-0.26697838,0.24192977,-0.7106147,-0.79548097,-0.9620428,0.05582285,0.6209879,0.2568599,8
0.060964942,0.34842587,-0.62840414,0.105425954,-0.24842358,-0.49514365,0.8623731,-0.7736527,0.14654827,-0.87871253,0
-0.033926725,-0.44436204,0.32914746,-0.561538,0.64003956,-0.81146693,0.60063565,-0.75117946,0.5355854,-0.4210664,1
-0.002329588,-0.18250346,0.6490301,0.32772756,-0.88120437,0.09194052,-0.6898624,0.74756145,0.16429973,-0.2571808,2
-0.5101694,0.34612894,-0.5988971,0.47426224,0.5456753,0.6138034,0.26123786,-0.87536883,0.7193171,-0.31022346,0
-0.29563582,-0.10743892,0.7311349,0.7689266,0.15441203,0.47715187,-0.93199694,0.0023622513,-0.8846836,0.34034956,1
-0.71244943,-0.35640466,0.69903123,0.95569587,-0.6003804,-0.5550109,0.123846054,0.39310527,-0.16287231,-0.3122903,1
-0.65684366,0.4268757,0.97976184,-0.48407912,0.4716637,0.48839462,0.803797,-0.11385381,0.031497836,0.7346989,1
0.63211393,0.98770714,-0.28657007,0.39568663,0.69827616,-0.67881596,0.19865882,-0.22375274,0.6428243,-0.4491272,1
0.07013857,0.5983107,-0.91611695,-0.84436214,-0.512184,0.64141715,0.6705278,-0.68297005,0.1906873,-0.5298809,0
-0.4641527,0.86241746,0.4830091,-0.27348292,0.14720154,0.19375694,0.23424101,-0.34227872,-0.58888555,0.66206384,0
0.13437259,0.41854966,-0.3787297,0.48436952,0.7277657,0.6081735,0.27189577,0.9838829,-0.0021870136,0.21289706,1
0.95012987,0.971897,-0.4222201,0.9008033,0.36906004,-0.11193764,0.87314606,-0.5180292,0.64974856,0.99094415,2
-0.68970215,-0.5900929,-0.9909141,-0.1799624,-0.9082036,-0.33492196,0.3035952,0.7068777,0.5570352,0.5550809,5
0.41486382,-0.6202333,-0.7939949,0.04145372,0.9495828,0.056305766,-0.08600986,-0.6787374,-0.49583828,-0.77086365,0
0.80066836,-0.16292965,-0.88340867,0.10727465,0.07256818,-0.12354863,0.35796392,0.5377792,-0.94041014,-0.7660917,1
-0.048039913,-0.92713773,-0.90835977,0.8829105,-0.07605946,-0.49439037,-0.34301686,-0.7807225,0.7803657,-0.21683884,1
-0.562238,-0.75841284,0.58449006,-0.1382314,-0.10505724,-0.26063323,-0.48272288,0.1778903,0.76937044,-0.5795802,0
0.047912717,-0.7605133,-0.4688971,0.87776995,0.010485053,0.96331906,-0.17520416,-0.5450442,-0.5974883,0.88631463,1
-0.76898694,0.52479434,0.24858224,0.29510725,0.56424,-0.2616229,0.61876357,-0.79672253,-0.35184133,0.73204136,1
0.29677975,-0.13317251,-0.23353064,-0.61061454,0.6080917,-0.03180015,-0.03383386,0.23649347,0.7379483,-0.51018333,1
-0.34439743,0.677631,0.5647725,-0.49193645,-0.9892601,0.18551135,0.52589405,0.23885715,0.70931435,-0.7934741,0
0.50428605,-0.6216793,0.5628067,0.74371433,0.31671607,0.8090745,-0.65915155,-0.8943758,-0.9615052,0.62783146,1
0.35030997,-0.7322668,0.48428082,0.9124123,-0.9860836,0.7254211,0.15337288,0.093020916,0.89979315,0.9055902,1
0.4213512,0.7901349,0.41602445,0.16294158,-0.87901103,0.18678272,-0.7114463,0.30786622,0.17643392,0.022465706,1
-0.68372667,-0.60619724,0.73913765,0.48701906,0.5272398,-0.29797685,-0.17219627,-0.25627768,0.68769336,-0.43168783,1
0.6298648,0.6894938,-0.914556,0.006106615,-0.19045353,-0.55282235,0.43171751,-0.12149501,0.8755082,-0.62590396,0
0.46463144,-0.85379267,-0.50122166,0.068212986,0.7900932,0.5267192,-0.82108545,0.11076546,-0.5894898,0.043329716,13
-0.83307326,-0.29337347,0.6858665,-0.91753614,-0.95342267,0.18214428,0.13708436,-0.18288553,0.8732121,-0.6020889,1
-0.6070802,-0.7474761,-0.18612254,-0.25520492,0.6187469,-0.056149006,0.31935358,-0.41555667,0.8111924,0.8430188,3
-0.89556897,-0.2569996,-0.8484974,0.42482686,-0.8736832,-0.47281182,0.99917245,-0.9549192,0.73780453,0.08447909,0
0.7996347,-0.5074893,0.6568285,0.12065375,0.0769124,0.6825322,-0.9505272,-0.8054513,0.96576345,-0.60049653,1
-0.7208077,-0.048894644,-0.32010245,-0.13681185,-0.66998553,0.36081886,-0.8604816,0.08099294,0.5835395,0.19213605,1
0.13286984,0.14626408,-0.2929505,-0.19049823,-0.42169333,-0.6755285,-0.52945614,0.98856056,-0.16735649,0.35029602,5
0.69155407,-0.07811785,-0.5379741,-0.677539,-0.36840332,0.35693645,-0.84215856,-0.12209678,0.3803866,0.81585515,11
0.3009305,0.19776666,0.6845907,0.46208787,0.3383137,-0.31004655,-0.80189884,-0.2160021,-0.18136382,0.073437214,1
-0.109980226,0.40428853,0.66455007,-0.4054203,-0.94886065,-0.5130596,-0.4784764,0.5668402,-0.6450436,-0.09405708,3
-0.2119391,-0.6069323,0.45328486,-0.41655552,-0.051732183,-0.7030847,-0.10085976,0.14208579,-0.040692806,-0.3736477,3
0.29708362,-0.25909758,-0.5543989,-0.7374326,-0.21182954,-0.9446784,0.83001995,-0.47772777,-0.41441822,0.092439055,0
0.25923324,-0.0942924,0.6860229,-0.58294964,0.3583808,-0.0022553205,-0.8134711,-0.3872949,0.25448716,0.19104183,2
0.7271354,0.668993,-0.5454228,-0.4270295,-0.21204138,-0.71642053,-0.26998985,-0.8183129,0.38034213,0.70755935,2
0.079176426,-0.71588063,-0.757308,-0.38929915,0.29085338,0.024392009,0.18182194,0.9424813,0.464442,0.21502256,11
-0.20232189,0.47304893,0.36584055,-0.90010226,-0.590709,0.03356576,0.37944233,0.4865029,-0.5952786,-0.9921143,1
-0.0520916,-0.1143173,0.29017997,-0.2750064,0.7645228,0.06672418,0.7302469,-0.69631433,0.40003598,0.11915612,0
-0.5001483,0.4957478,-0.9840194,0.80846703,0.0805881,0.09655261,0.46244562,0.08301234,0.42865157,0.63621414,1
